warscroll_id|line|name|description|legend|ability_type|is_reaction|condition|keywords|ability_phase|points_type|points|
000001915|1|Latching Paraspites|<b>Declare:</b> Pick an enemy unit <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with this unit to be the target.<br><br><b>Effect:</b> The target has the <span class="kwb">INFESTED</span> keyword for the rest of the battle. <span class="kwb">INFESTED</span> enemy units cannot move more than 6" when using non-<span class="kwb">CHARGE</span> <span class="kwb">MOVE</span> abilities.|The Twistweald are riddled with horrific parasitic plants and fungi that latch onto others nearby, draining them of their vitality.|Movement|false|Once Per Turn (Army), End of Any Turn||End of Turn|||
000001915|2|Pain-Induced Frenzy|<b>Effect:</b> This unit’s melee weapons have <a href=""><b>Crit (2 Hits)</b></a> if it <a href="">charged</a> in the same turn.|The pain caused by the Twistweald’s parasitic infestations reaches its zenith when their thoughts turn to imminent murder-making, driving them into an agonised fury.|Offensive|false|Passive||Combat Phase|||
000001916|1|To Our Liege!|<b>Effect:</b> If this unit is not <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a>, remove it from the battlefield and <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">set it up</a> again wholly within 12" of a friendly <span class="tooltip00107" data-tooltip-content="#tooltip_content00107" data-tooltip-anchor="#tooltip_content00107"><span class="kwb">FLESH-EATER</span> <span class="kwb">COURTS</span> <span class="kwb">HERO</span></span> and more than 9" from all enemy units.|There are many ghoulish legends of Crypt Flayers winging down to join their lieges upon the battlefield.|Movement|false|Once Per Turn (Army), Your Movement Phase||Movement Phase|||
000001917|1|Holy Blades of Bone|<b>Declare:</b> Pick an enemy unit <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with this unit to be the target.<br><br><b>Effect:</b> Roll 2 dice for each model in this unit. Add 2 to each roll if the target is <span class="kwb">CAVALRY</span>. For each 5+, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.|Crypt Horrors wield huge, monstrous femurs – as well as other grisly relics – as if they were blessed weapons.|Offensive|false|Once Per Turn (Army), Any Combat Phase||Combat Phase|||
000001918|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, subtract 3 from its <a href="/aos4/the-rules/the-core-rules/#Power-Level">power level</a>.||Damage|false|Passive||Start of Turn|||
000001918|2|Utter Contempt|<b>Effect:</b> This unit ignores the effects of <a href="/aos4/factions/flesh-eater-courts/#Battle-Traits"><span class="kwb">DELUSION</span></a> abilities.|Nagash is disgusted by the rabid mania of the Flesh-eaters, but their usefulness to his goals is beyond doubt.|Special|false|Passive||Start of Turn|||
000001918|3|The Staff of Power|<b>Effect:</b> Add 2 to <a href="/aos4/the-rules/the-core-rules/#Spells">casting rolls</a> for this unit while it has not <a href="/aos4/the-rules/the-core-rules/#Spells">miscast</a> any spells this turn. If this unit miscasts a spell, ignore the restriction that would stop this unit from casting any more spells this turn.|Alakanash is capped with gems of purest grave-sand.|Special|false|Passive||Hero Phase|||
000001918|4|Hand of Dust|<b>Declare:</b> Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy <span class="kwb">HERO</span> or <span class="kwb">MONSTER</span> <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with this unit to be the target.<br><br><b>Effect:</b> Hide a dice in one of your hands or under one of two appropriate containers. Your opponent must pick one of your hands or containers. If they pick the one hiding the dice, this ability has no effect. If they pick the empty one, the target is automatically destroyed.|Nagash’s touch can turn a foe to a pile of dusty bones in moments.|Offensive|false|Once Per Turn (Army), End of Any Turn|Rampage|End of Turn|||
000001918|5|Invocation of Nagash|<b>Declare:</b> This unit can cast this spell more than once per phase. Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> unit wholly within 18" of this unit that has not been picked to be the target of this spell this turn to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> If the target is an enemy unit, inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on it. If the target is a friendly <span class="kwb">DEATH</span> unit, pick 1 of the following effects:<br><ul><li>Return a number of <a href="/aos4/the-rules/the-core-rules/#Slain-Models">slain models</a> to the target unit with a combined Health characteristic of up to 3.</li><li>The target has <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">WARD (5+)</a> until the start of your next turn.</li></ul>|In a storm of morbid sorcery, Nagash blasts his foes’ souls or re-knits his minions’ bodies.|Special|false|Your Hero Phase|Spell|Hero Phase|Spell|7|
000001918|6|Supreme Lord of the Undead|<b>Declare:</b> Pick a friendly <span class="tooltip00241" data-tooltip-content="#tooltip_content00241" data-tooltip-anchor="#tooltip_content00241"><span class="kwnon">non-</span><span class="kwb">HERO</span> <span class="kwb">NON-UNIQUE</span> <span class="kwb">DEATH</span></span> unit that has been destroyed to be the target.<br><br><b>Effect:</b> <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">Set up</a> a <a href="/aos4/the-rules/the-core-rules/#Replacement-Units">replacement unit</a> identical to the target wholly within 12" of this unit and more than 9" from all enemy units.|Nagash is the undisputed master of all undead creatures.|Rallying|false|Once Per Battle, Your Hero Phase||Hero Phase|||
000001919|1|DERANGED TRANSFORMATION|<b>Declare:</b> Pick the <b>Ushoran</b> in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">Regiment of Renown</a> to cast this spell, pick another <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> unit in this Regiment of Renown wholly within 12" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> Until the start of your next turn:<br><ul><li>Add 2" to the target’s Move characteristic.</li><li>Add 1 to <a href="">wound rolls</a> for the target’s <a href="">combat attacks</a>.</li></ul>|The spellcaster causes the limbs of a nearby pack to bulge and lengthen, allowing the creatures to charge forwards at a furious pace and imbuing them with greater strength.|Special|false|Your Hero Phase|Spell, Unlimited|Hero Phase|Spell|7|
000001919|2|MADDENING RADIANCE|<b>Effect:</b> Add 1 to the Attacks characteristic of melee weapons used by units in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">Regiment of Renown</a> while they are wholly within 12" of the <b>Ushoran</b> in this Regiment of Renown.|The very presence of Ushoran sends his devoted subjects into a feeding frenzy.|Offensive|false|Passive||Combat Phase|||
000001919|3|SUMMON DELUDED THRONGS|<b>Declare:</b> Pick the <b>Ushoran</b> in this Regiment of Renown to use this ability, then pick another unit in this Regiment of Renown that has been destroyed to be the target.<br><br><b>Effect:</b> <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">Set up</a> a <a href="/aos4/the-rules/the-core-rules/#Replacement-Units">replacement unit</a> with half the number of models from the target unit (rounding up) wholly within 6" of a battlefield edge and more than 9" from all enemy units. The replacement unit is part of this Regiment of Renown.|Ushoran travels with a seething entourage of cannibals, all of whom wait upon his howled summons.|Rallying|false|Once Per Battle (Army), Your Movement Phase||Movement Phase|||
000001923|1|URGENT MISSIVE|<b>Effect:</b> Units in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">Regiment of Renown</a> can use <span class="kwb">CHARGE</span> abilities even if they used a <span class="kwb">RETREAT</span> ability in the same turn. In addition, no <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> is inflicted on units in this Regiment of Renown by <span class="kwb">RETREAT</span> abilities.|Sir Jerrion and his retainers are devoted to their holy duty, which sees them lope and scrabble across the battlefield with terrifying haste.|Movement|false|Passive||Movement Phase|||
000001924|1|Ancient Barrow Curse|<b>Effect:</b> If an attack made with this unit’s <b>King’s Relic Weapon</b> scores a <a href="">critical hit</a>, the target unit becomes <b>cursed</b> for the rest of the battle. Subtract 1 from <a href="">save rolls</a> for <b>cursed</b> units even if this unit has been destroyed.<br><br><b>Designer’s Note:</b> <i>Multiple enemy units can become cursed by this ability but the same enemy unit cannot become cursed more than once.</i>|The weapons of the most powerful Wight Kings leave a scar on the soul that causes the victim to slowly crumble to dust.|Offensive|false|Passive||Combat Phase|||
000001924|2|Immortal Conqueror|<b>Declare:</b> Pick an <a href="/aos4/the-rules/the-core-rules/#Objectives">objective</a> or <a href="/aos4/the-rules/the-core-rules/#Terrain-2025-26">terrain feature</a> within enemy territory.<br><br><b>Effect:</b> For the rest of the turn, add 1 to <a href="">hit rolls</a> for attacks made by friendly <span class="tooltip00187" data-tooltip-content="#tooltip_content00187" data-tooltip-anchor="#tooltip_content00187"><span class="kwb">DEATHRATTLE</span></span> units while they are wholly within 6" of that objective or terrain feature.|A mighty general in life, in undeath, the endless need to wage war and conquer the lands of the living lingers on in this ancient wight as a thirst that can never be quenched.|Offensive|false|Your Hero Phase||Hero Phase|||
000001925|1|SOULPIKE|<b>Declare:</b> Pick the <b>Neferata</b> in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">Regiment of Renown</a> to cast this spell, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy unit within 18" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> Until the start of your next turn, each time the target uses a <span class="kwb">CHARGE</span> ability, immediately after that ability has been resolved, roll a number of dice equal to the unmodified <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge roll</a> for that ability. For each 4+, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.|The caster places a hex on a group of foes so that, should they move too hastily or aggressively, they risk impaling their own souls on a shimmering forest of purple-black spears.|Special|false|Your Hero Phase|Spell, Unlimited|Hero Phase|Spell|7|
000001925|2|PREMEDITATED DEMISE|<b>Declare:</b> Pick an enemy unit within 12" of the <a href="/aos4/factions/soulblight-gravelords/Neferata-Mortarch-of-Blood"><b>Neferata</b></a> in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">Regiment of Renown</a> to be the target.<br><br><b>Effect:</b> Until the start of your next turn, <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">ward rolls</a> cannot be made for damage points inflicted on the target by attacks made by units in this Regiment of Renown.|Neferata’s guile has already ensured that her foe’s defences will falter at a critical point.|Offensive|false|Once Per Turn (Army), Your Hero Phase||Hero Phase|||
000001925|3|THE BLOOD QUEEN’S WILL|<b>Declare:</b> Pick an enemy unit <a href="/aos4/the-rules/the-core-rules/#Contesting-Objectives">contesting an objective</a> that the <a href="/aos4/factions/soulblight-gravelords/Neferata-Mortarch-of-Blood"><b>Neferata</b></a> in this Regiment of Renown is contesting to be the target.<br><br><b>Effect:</b> Roll a dice. On a 2-5, subtract 10 from the <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control score</a> of the target for the rest of the turn. On a 6, the target has a maximum control score of 1 for the rest of the turn.|When Neferata takes to the field, she does so only to ensure the completion of plans long since spun.|Control|false|Once Per Battle (Army), End of Any Turn||End of Turn|||
000001929|1|VITIATING VAPOURS|<b>Effect:</b> Subtract 1 from <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">ward rolls</a> for enemy units while they are within 12" of the <a href="/aos4/factions/soulblight-gravelords/Corpse-Cart"><b>Corpse Cart</b></a> in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">Regiment of Renown</a>.|By burning grains of grave-sand in his brazier, Veremord creates smoke that can corrode eldritch defences.|Offensive|false|Passive||Combat Phase|||
000001929|2|LEGEND AMONG GRAVEROBBERS|<b>Declare:</b> Pick the <a href="/aos4/factions/soulblight-gravelords/Corpse-Cart"><b>Corpse Cart</b></a> in this Regiment of Renown to use this ability if it is within 3" of the <b><a href="/aos4/factions/soulblight-gravelords/Deadwalker-Zombies">Deadwalker Zombies</a></b> unit in this Regiment of Renown. Then, pick each enemy <span class="kwb">INFANTRY</span>, <span class="kwb">CAVALRY</span> and <span class="kwb">BEAST</span> unit within 12" of the <b>Corpse Cart</b> to be the targets.<br><br><b>Effect:</b> For each target that had any models slain this turn, you can return D3 <a href="/aos4/the-rules/the-core-rules/#Slain-Models">slain models</a> to the <b>Deadwalker Zombies</b> unit in this Regiment of Renown.|Veremord’s reputation as a graverobber is unsurpassed.|Rallying|false|End of Any Turn||End of Turn|||
000001930|1|STALKING BLADES|<b>Declare:</b> Pick the <a href="/aos4/factions/soulblight-gravelords/Mannfred-von-Carstein-Mortarch-of-Night"><b>Mannfred von Carstein</b></a> in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">Regiment of Renown</a> to cast this spell, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy unit within 12" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> Inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target for each other enemy unit within 3" of the target.|The enemy’s minds are filled with doubts as to their allies’ true loyalties, which manifest as tenebrous shades that stalk among their ranks. As soon as the victims’ backs are turned, these gheists dart forth to plunge spectral daggers between the shoulders of those overcome with paranoia.|Special|false|Your Hero Phase|Spell, Unlimited|Hero Phase|Spell|7|
000001930|2|ENGULFING SHADOWS|<b>Effect:</b> Each time a unit in this Regiment of Renown is <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">set up</a>, add 1 to the Attacks characteristic of that unit’s melee weapons for the rest of the turn.|Those who serve Mannfred von Carstein excel in the unforeseen strike.|Offensive|false|Passive||Combat Phase|||
000001930|3|COVER OF NIGHT|<b>Declare:</b> Pick 1 friendly unit in this Regiment of Renown that is not <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> to be the target.<br><br><b>Effect:</b> Remove that unit from the battlefield and <a href="/aos4/the-rules/the-core-rules/#Setting-Up-Units">set it up</a> again more than 6" from all enemy units.|Mannfred is a master of misdirection; few can predict where his hosts will strike from next.|Movement|false|Once Per Turn (Army), Your Hero Phase||Hero Phase|||
000001934|1|Battle Damaged|<b>Effect:</b> While this unit has 10 or more damage points, the Attacks characteristic of <b>The Dread Mace</b> is 4 and this unit has a Control characteristic of 10.||Damage|false|Passive||Start of Turn|||
000001934|2|The Shield Inviolate|<b>Effect:</b> If this unit was picked to be the target of that spell, roll a dice. On a 3+, ignore the effect of that spell on this unit. This unit can use this ability more than once per phase but only once per <span class="kwb">SPELL</span> ability.|Tuskbreaker has the power to guard Kragnos against even the most potent magical force.|Defensive|true|Reaction: Opponent declared a <ky>Spell</ky> ability||Hero Phase|||
000001934|3|Avatar of Destruction|<b>Effect:</b> If this unit would be automatically destroyed, it is not automatically destroyed. Instead, allocate 6 damage points to it (<a href="/aos4/the-rules/the-core-rules/#Ward-Saves">ward rolls</a> cannot be made for those damage points).|Kragnos is the embodiment of Ghur’s relentless ferocity. No single strike can lay him low.|Defensive|false|Passive||Defensive reaction|||
000001934|4|Rampaging Destruction|<b>Effect:</b> If this unit <a href="">charged</a> this phase, pick 1 of the following effects:<br><ul><li>Roll a dice for each enemy unit within 1" of this unit. On a 2+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on that unit equal to the roll.</li><li>Pick an enemy <span class="kwb">MONSTER</span> in combat with this unit and roll 2D6. On a 7, this ability has no effect. Otherwise, inflict an amount of mortal damage on that unit equal to the results on the dice used for the 2D6 roll multiplied together. For example, a 2D6 roll of 2 and 6 would inflict 12 mortal damage (2 × 6).</li></ul>|Kragnos rampages through the press of his foes, his hooves flattening all in his path.|Offensive|false|Once Per Turn (Army), Any Charge Phase|Rampage|Charge Phase|||
000001934|5|The End of Empires|<b>Effect:</b> For the rest of the turn, add 1 to the number of dice rolled when making <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge rolls</a> for friendly <span class="tooltip00242" data-tooltip-content="#tooltip_content00242" data-tooltip-anchor="#tooltip_content00242"><span class="kwb">DESTRUCTION</span></span> units while they are wholly within 12" of this unit, to a maximum of 3.|Where Kragnos goes, the hordes of Destruction follow.|Movement|false|Your Charge Phase||Charge Phase|||
000001935|1|DEAD CUNNING, FOR A GARGANT|<b>Effect:</b> For the rest of the turn, add 1 to the Attacks characteristic of this unit’s weapons.<br><br>Then, roll a dice. On a 4+, this unit has <a href="/aos4/the-rules/the-core-rules/#Strike-first-and-Strike-last">Strike-last</a> for the rest of the turn.|The aelven artefact hanging from Bundo’s ear has increased his intellect, giving him brains as well as brawn. He can be uncannily patient, knowing just where and when to strike to cause maximum havoc. Some say his hoard even contains strange papery things called ‘books’…|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000001935|2|TIMBERRRRR!|<b>Effect:</b> When the <span class="tooltip00170" data-tooltip-content="#tooltip_content00170" data-tooltip-anchor="#tooltip_content00170"><span class="kwb">MEGA-GARGANT</span></span> in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">regiment of renown</a> is slain, before removing it from play, the players must <a href="">roll off</a>. The winner picks a point on the battlefield within 3" of that model. Inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on each unit (friendly and enemy) within 3" of that point that has a lower Health characteristic than that model.|A dying gargant is a weapon of ruin in its own right, though it is anyone’s guess where their body will fall.|Offensive|false|Passive||Combat Phase|||
000001950|1|MIGHTY WALLOPER|<b>Declare:</b> Pick an enemy <span class="kwb">MONSTER</span> in combat with this unit to be the target.<br><br><b>Effect:</b> Roll a dice. On a 3+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the roll.|The great beasts of the Godswallow Delta are practically endangered species, for the crazed Odo spends almost every waking second relentlessly hunting them before grinding their bones and caving their skulls in brutal displays of violence.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000001950|2|TIMBERRRRR!|<b>Effect:</b> When the <span class="tooltip00170" data-tooltip-content="#tooltip_content00170" data-tooltip-anchor="#tooltip_content00170"><span class="kwb">MEGA-GARGANT</span></span> in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">regiment of renown</a> is slain, before removing it from play, the players must <a href="">roll off</a>. The winner picks a point on the battlefield within 3" of that model. Inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on each unit (friendly and enemy) within 3" of that point that has a lower Health characteristic than that model.|A dying gargant is a weapon of ruin in its own right, though it is anyone’s guess where their body will fall.|Offensive|false|Passive||Combat Phase|||
000001956|1|GRIEVOUS HALITOSIS|<b>Declare:</b> Pick an enemy unit in combat with this unit to be the target.<br><br><b>Effect:</b> Roll a dice for each model in the target unit. For each 6, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.|Drogg has dined well on the spoils of war, having smashed and eaten the contents of many a fortified town – yet he has never picked his teeth clean. His breath is so foul that it can stun an ox at ten paces.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000001956|2|TIMBERRRRR!|<b>Effect:</b> When the <span class="tooltip00170" data-tooltip-content="#tooltip_content00170" data-tooltip-anchor="#tooltip_content00170"><span class="kwb">MEGA-GARGANT</span></span> in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">regiment of renown</a> is slain, before removing it from play, the players must <a href="">roll off</a>. The winner picks a point on the battlefield within 3" of that model. Inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on each unit (friendly and enemy) within 3" of that point that has a lower Health characteristic than that model.|A dying gargant is a weapon of ruin in its own right, though it is anyone’s guess where their body will fall.|Offensive|false|Passive||Combat Phase|||
000001966|1|SHAKE THE EARTH|<b>Declare:</b> Pick an enemy unit in combat with this unit to be the target.<br><br><b>Effect:</b> Roll a D3. On a 2+:<br><ul><li>Inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the roll. If the target is <span class="kwb">INFANTRY</span>, double the amount of mortal damage inflicted.</li><li>Subtract 1 from <a href="">hit rolls</a> for the target’s attacks for the rest of the turn.</li></ul>|Grunnock has learnt that the best way to break an enemy army is to send its soldiers flying. His signature move – leaping high before stomping down to cause a small earthquake – is feared for good reason.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000001966|2|TIMBERRRRR!|<b>Effect:</b> When the <span class="tooltip00170" data-tooltip-content="#tooltip_content00170" data-tooltip-anchor="#tooltip_content00170"><span class="kwb">MEGA-GARGANT</span></span> in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">regiment of renown</a> is slain, before removing it from play, the players must <a href="">roll off</a>. The winner picks a point on the battlefield within 3" of that model. Inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on each unit (friendly and enemy) within 3" of that point that has a lower Health characteristic than that model.|A dying gargant is a weapon of ruin in its own right, though it is anyone’s guess where their body will fall.|Offensive|false|Passive||Combat Phase|||
000001979|1|Bloodthirsty Predators|<b>Effect:</b> Add 1 to the Attacks characteristic of this unit’s <b>Allopex’s Ferocious Bite</b> while it is within 6" of any damaged enemy units or while it is within 6" of any enemy units that had any models slain in the same turn.|Allopexes are drawn towards the scent of freshly spilt blood.|Offensive|false|Passive||Combat Phase|||
000001979|2|Ensnared|<b>Declare:</b> Pick an enemy <span class="kwb">MONSTER</span> or <span class="kwb">CAVALRY</span> unit that had any damage points allocated to it this turn by this unit’s <a href="">shooting attacks</a> to be the target.<br><br><b>Effect:</b> Roll a dice. On a 3+, until the start of your next turn, subtract 1 from the number of dice rolled when making <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge rolls</a> for the target, to a minimum of 1.|The Akhelians are experts at ensnaring their prey with a well-placed harpoon or Retarius net.|Movement|false|Any Shooting Phase||Shooting Phase|||
000001981|1|Duty Unto Death|<b>Effect:</b> While any friendly <span class="tooltip00243" data-tooltip-content="#tooltip_content00243" data-tooltip-anchor="#tooltip_content00243"><span class="kwb">FYRESLAYERS</span> <span class="kwb">INFANTRY</span> <span class="kwb">HERO</span></span>es are wholly within this unit’s <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat range</a>, both this unit and those friendly units have <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">Ward (5+)</a>.|Hearthguard Berzerkers are sworn to protect their lodge and its masters until their dying breath.|Defensive|false|Passive||Defensive reaction|||
000001981|2|Fires of Vengeance|<b>Effect:</b> While this unit is within the <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat ranges</a> of any damaged friendly <span class="tooltip00075" data-tooltip-content="#tooltip_content00075" data-tooltip-anchor="#tooltip_content00075"><span class="kwb">FYRESLAYERS</span> <span class="kwb">HEROES</span></span>, add 1 to the Attacks characteristic of this unit’s melee weapons.|Should one of the elders of the lodge be harmed while under the protection of Hearthguard Berzerkers, they are sent into such a vengeful rage that they become nigh unstoppable.|Offensive|false|Passive||Combat Phase|||
000001982|1|Whirlwind of Destruction|<b>Effect:</b> Add 1 to the Attacks characteristic of this unit’s melee weapons if this unit <a href="">charged</a> this turn.|With the light of Grimnir burning in their eyes, these impetuous warriors hurl themselves into the fray, leaving a trail of death in their wake.|Offensive|false|Passive||Combat Phase|||
000001983|1|Duty Unto Death|<b>Effect:</b> While any friendly <span class="tooltip00243" data-tooltip-content="#tooltip_content00243" data-tooltip-anchor="#tooltip_content00243"><span class="kwb">FYRESLAYERS</span> <span class="kwb">INFANTRY</span> <span class="kwb">HEROES</span></span> are wholly within this unit’s <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat range</a>, both this unit and those friendly units have <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">Ward (5+)</a>.|Hearthguard Berzerkers are sworn to protect their lodge and its masters until their dying breath.|Defensive|false|Passive||Defensive reaction|||
000001983|2|Smouldering Braziers|<b>Declare:</b> Pick an enemy unit in combat with this unit to be the target.<br><br><b>Effect:</b> Roll a D3. On a 2+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the roll.|With each swing of a flamestrike poleaxe, the brazier chained to it arcs towards the foe, sparks and fire trailing in its wake.|Offensive|false|End of Any Turn||End of Turn|||
000001984|1|TOE TO TOE|<b>Effect:</b> Subtract 10 from the <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control scores</a> of enemy <span class="kwb">MONSTERS</span> while they are in combat with any units in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">Regiment of Renown</a>.|The duardin who follow Fjori into battle do not back down from any foe, no matter the size.|Control|false|Passive||End of Turn|||
000001984|2|GRIMNIR’S DEFIANCE|<b>Effect:</b> Units in this <a href="/aos4/the-rules/the-core-rules/#Regiments-of-Renown">Regiment of Renown</a> cannot be picked to be the target of <span class="kwb">RAMPAGE</span> abilities used by enemy units.|For these vengeful Fyreslayers, the bigger the enemy, the better.|Defensive|false|Passive||Defensive reaction|||
000001985|1|Blot Toad|<b>Declare:</b> You receive 1 <b>Blot Toad</b> token for each <a href="/aos4/factions/seraphon/Ripperdactyl-Chief"><b>Ripperdactyl Chief</b></a> or <b>Ripperdactyl Riders</b> unit in your army, to a maximum of 3 tokens. Pick a number of enemy units equal to the number of <b>Blot Toads</b> you have to be the targets.  <br><br><b>Effect:</b> Place a <b>Blot Toad</b> next to each target.|When a Ripperdactyl flock takes flight, the Seraphon will seed creatures known as blot toads across the battlefield. These loathsome amphibians emit a pervasive stink that is unpalatable to all cold-blooded creatures, but especially the Ripperdactyls.|Special|false|Once Per Battle (Army), Deployment Phase||Start of Turn|||
000001985|2|Toad Rage|<b>Effect:</b> Add 1 to the Attacks characteristic of this unit’s <b>Ripperdactyl’s Tearing Jaws</b> while it is in combat with any units that have a <b>Blot Toad</b>.|The mere scent of a blot toad sends Ripperdactyls into a frenzy.|Offensive|false|Passive||Combat Phase|||
000001985|3|Dispersed Formation|<b>Effect:</b> This unit has a <a href="/aos4/the-rules/the-core-rules/#Coherency">coherency</a> range of 2".||Special|false|Passive||Start of Turn|||
000001986|1|Deadly Cargo|<b>Declare:</b> Pick an enemy unit that this unit passed across this phase to be the target.<br><br><b>Effect:</b> Roll a dice for each model in this unit, and add 2 to each roll if this unit is within the <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat ranges</a> of any friendly <a href="/aos4/factions/seraphon/Terradon-Chief"><b>Terradon Chief</b></a> units. For each 5+:<br><br><ul><li>Inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.</li><li>If any damage points are allocated by this ability and the target does not have <a href="">Fly</a>, the target cannot use <span class="kwb">RUN</span> abilities until the start of your next turn.</li></ul>|Terradons carry heavy boulders hewn from meteoric rock and carved with sigils of destruction. When these are dropped upon enemy lines, those not immediately crushed are sent flying in all directions.|Special|false|Your Movement Phase||Movement Phase|||
000001986|2|Attack From on High|<b>Effect:</b> Subtract 1 from <a href="">hit rolls</a> for <a href="">shooting attacks</a> that target this unit.|Terradons circle high in the sky, only darting down for a brief moment to launch a strafing run.|Defensive|false|Passive||Defensive reaction|||
000001986|3|Dispersed Formation|<b>Effect:</b> This unit has a <a href="/aos4/the-rules/the-core-rules/#Coherency">coherency</a> range of 2".||Special|false|Passive|||||
000001987|1|Ark of Sotek|<b>Declare:</b> Pick up to 3 different enemy units within 9" of this unit to be the targets.<br><br><b>Effect:</b> Roll a D3 for each target. On a 2+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the roll.|So numerous are the snakes unleashed by an Ark of Sotek that some will find their way past the foe’s defences to deliver a lethal venomous bite.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
