warscroll_id|line|name|Rng|Atk|Hit|Wnd|Rnd|Dmg|type|abilities|has_battle_damage|
000000942|2|Harvestman’s Scythe||3|3+|3+|1|2|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000000942|3|Bilespurter’s Claws||5|4+|2+|2|3|MELEE|Companion|true|
000000943|1|Ghurk’s Tentacle||4|3+|2+|2|5|MELEE||true|
000000943|2|Ghurk’s Lamprey Maw||3|3+|2+|2|3|MELEE||false|
000000943|3|Otto’s Scythe||4|3+|3+|1|3|MELEE||false|
000000944|1|Noxious Bile|7"|D3+3|3+|2+|2|2|RANGED|Shoot in Combat|false|
000000944|2|Colossal Blight Weapons||4|3+|2+|2|4|MELEE||true|
000000945|1|Tripletongue’s Slabrous Tongues|7"|3|3+|3+|1|1|RANGED|Shoot in Combat, Companion|false|
000000945|2|Fleshreaper Scythe||5|3+|3+|1|2|MELEE||false|
000000945|3|Tripletongue’s Claws||5|4+|2+|2|3|MELEE|Companion|true|
000000946|1|Whippermaw’s Grasping Tongue|7"|1|3+|3+|-|D6|RANGED|Shoot in Combat, Companion|false|
000000946|2|The Rotaxes||7|3+|3+|1|2|MELEE||false|
000000946|3|Whippermaw’s Claws||5|4+|2+|2|3|MELEE|Companion|true|
000000947|1|Fanged Maws||4|3+|2+|2|2|MELEE||false|
000000947|2|Gnarlrod||5|3+|2+|1|3|MELEE||true|
000000949|1|Tiny Razor-sharp Teeth||5|5+|5+|-|1|MELEE|Crit (Auto-wound)|false|
000000950|1|Noxious Plaguesword||2|4+|3+|-|1|MELEE|Crit (Mortal)|false|
000000950|2|Rot Fly’s Mouthparts and Sting||6|4+|3+|-|1|MELEE|Companion|false|
000000951|1|Flyrider’s Arsenal||4|3+|3+|1|1|MELEE|Charge (+1 Damage)|false|
000000951|2|Rot Fly’s Mouthparts and Sting||6|4+|3+|-|1|MELEE|Companion|false|
000000952|1|Pox-blighted Weapons||4|3+|3+|1|1|MELEE|Anti-<span class="kwb">PRIEST</span> (+1 Rend), Anti-<span class="kwb">WIZARD</span> (+1 Rend)|false|
000000959|1|Maggot-infested Mouth||4|4+|3+|1|D3|MELEE||false|
000000981|1|Rotting Fangs and Claws||2|4+|3+|-|1|MELEE|Companion|false|
000000984|1|Corpsemaster’s Staff||3|4+|3+|1|D3|MELEE||false|
000000984|2|Spectral Host’s Blades||10|4+|4+|-|1|MELEE|Companion|false|
000000985|1|Death Shriek|10"|1|4+|2+|2|D6|RANGED|Shoot in Combat, Companion|false|
000000985|2|Fanged Maw||3|4+|2+|2|D6|MELEE|Companion|false|
000000985|3|Skeletal Talons||6|4+|2+|1|2|MELEE|Companion|true|
000000988|1|Mortis Staff||3|4+|4+|1|2|MELEE||false|
000000990|1|Dynastic War-relic||5|3+|3+|1|2|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend), Crit (2 Hits)|false|
000000994|1|Sanguinarch’s Stiletto||5|3+|3+|1|2|MELEE|Crit (2 Hits)|false|
000000994|2|Spectral Host’s Blades||10|4+|4+|-|1|MELEE|Companion|false|
000000995|1|Matriarch’s Stiletto||5|3+|3+|1|2|MELEE|Crit (2 Hits)|false|
000000995|2|Acolytes’ Poniards||6|3+|3+|1|1|MELEE||false|
000000995|3|Spectral Host’s Blades||10|4+|4+|-|1|MELEE|Companion|false|
000000997|1|Zefet-nebtar, the Mortis Blade||4|3+|3+|2|3|MELEE||false|
000000997|2|Alakanash, the Staff of Power||4|3+|3+|2|D6|MELEE||false|
000000998|1|Akmet-har, the Dagger of Jet||5|3+|3+|2|1|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000000998|2|Aken-seth, the Staff of Pain||3|2+|3+|2|2|MELEE||false|
000000998|3|Nagadron’s Claws||5|4+|2+|3|3|MELEE|Companion|true|
000000999|1|Shordemaire’s Miasma|10"|D6|3+|3+|2|2|RANGED|Shoot in Combat, Companion|false|
000000999|2|The Bloodlance||6|3+|3+|2|2|MELEE|Charge (+1 Damage)|false|
000000999|3|Shordemaire’s Claws||7|4+|2+|1|2|MELEE|Companion|true|
000000999|4|Shordemaire’s Maw||3|4+|2+|2|3|MELEE|Companion|false|
000001000|1|Pestilential Breath|10"|D6|2+|4+|1|2|RANGED|Shoot in Combat, Companion|false|
000001000|2|Dynastic Weapon||4|3+|3+|2|2|MELEE|Charge (+1 Damage)|false|
000001000|3|Draconic Maw||3|4+|2+|2|3|MELEE|Companion|false|
000001000|4|Draconic Claws||7|4+|2+|1|2|MELEE|Companion|true|
000001003|1|Nightmare’s Hooves and Teeth||3|5+|3+|-|1|MELEE|Companion|false|
000001003|2|Templar Weapon||3|3+|3+|1|1|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Charge (+1 Damage)|false|
000001006|1|Chiropteran Fangs||3|4+|4+|-|2|MELEE|Companion|false|
000001012|1|Ancient Weapon||2|4+|4+|-|1|MELEE|Crit (2 Hits)|false|
000001014|1|Murderous Fangs and Talons||3|4+|3+|1|2|MELEE|Crit (2 Hits)|false|
000001022|1|Hellforged Weapons||3|3+|3+|1|1|MELEE|Crit (Auto-wound)|false|
000001023|1|Bladed Vortex||9|3+|3+|1|1|MELEE||false|
000001024|1|Fanged Strikes||4|4+|2+|1|3|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend), Crit (Mortal)|false|
000001026|1|Cursed Bolts and Missiles|10"|2|3+|4+|1|1|RANGED||false|
000001026|2|Blades of Murder||2|3+|4+|1|1|MELEE||false|
000001027|1|Leerstave of Loth’shar|12"|1|2+|2+|-|6|RANGED|Shoot in Combat|false|
000001027|2|Greatblade and Claws||8|3+|3+|1|3|MELEE|Companion|true|
000001027|3|Scourge and Dagger||4|3+|4+|-|1|MELEE|Companion|false|
000001028|1|Soulpiercer Mace||5|3+|3+|1|2|MELEE||false|
000001029|1|Shadow-cloaked Claws||4|4+|3+|1|D3|MELEE|Companion|false|
000001029|2|Haze Staff||3|3+|4+|1|D3|MELEE||false|
000001030|1|Shardslash||5|2+|3+|2|2|MELEE||false|
000001031|1|Blissbarb Bow|18"|2|3+|4+|1|1|RANGED||false|
000001031|2|Sybarite Blade||1|3+|4+|-|1|MELEE||false|
000001032|1|Seeker Bow|12"|3|3+|4+|1|1|RANGED||false|
000001032|2|Exalted Steed’s Poisoned Tongue||3|3+|4+|-|1|MELEE|Companion|false|
000001032|3|Sybarite Blade||1|3+|4+|-|1|MELEE||false|
000001033|1|Weapons of Excess||3|3+|4+|1|2|MELEE||false|
000001034|1|Wicked Scimitar||3|3+|3+|1|1|MELEE||false|
000001035|1|Razor-sharp Claws and Gilded Weapons||4|4+|3+|1|2|MELEE||false|
000001036|1|Slickblade Glaive||3|3+|4+|1|1|MELEE|Charge (+1 Damage)|false|
000001036|2|Exalted Steed’s Poisoned Tongue||3|3+|4+|-|1|MELEE|Companion|false|
000001037|1|Merciless Weapons||4|3+|4+|1|1|MELEE||false|
000001047|1|Starblood Weapons||1|4+|5+|-|1|MELEE||false|
000001047|2|Relic Celestite Weapon||5|3+|3+|1|2|MELEE||false|
000001049|1|Blazing Sunbolt|12"|3|3+|3+|1|D3|RANGED|Crit (Auto-wound)|false|
000001049|2|Altairi||5|2+|3+|1|2|MELEE||false|
000001049|3|Dianaer||2|3+|4+|1|D3|MELEE||false|
000001050|1|Windblast Vortex|12"|1|2+|3+|2|D3|RANGED|Shoot in Combat|false|
000001050|2|Aspiragillum||3|3+|4+|1|D3|MELEE||false|
000001051|1|Daemonbane||2|2+|3+|1|2|MELEE|Anti-<span class="kwb">DAEMON</span> (+1 Rend), Charge (+1 Damage)|false|
000001051|2|Lyrior’s Sword||5|2+|3+|1|2|MELEE|Charge (+1 Damage), Crit (Mortal)|false|
000001051|3|Farael’s Horns and Claws||4|4+|3+|1|1|MELEE|Companion|false|
000001053|1|Auralan Bow|18"|2|3+|4+|1|1|RANGED|Crit (Auto-wound)|false|
000001053|2|Purifier Weapons||2|2+|4+|1|2|MELEE||false|
000001054|1|Calligrave Blade||3|3+|4+|1|2|MELEE||false|
000001055|1|Eclipsian Staff|12"|3|3+|3+|1|D3|RANGED|Shoot in Combat|false|
000001055|2|Loreseeker Blade||5|3+|4+|1|2|MELEE|Crit (Mortal)|false|
000001056|1|Enathrai, the Howling Death|15"|4|2+|3+|3|3|RANGED|Shoot in Combat|false|
000001056|2|Swirling Shards||6|2+|4+|-|1|MELEE|Crit (Mortal)|false|
000001057|1|Bannerblade’s Sword||5|3+|4+|1|2|MELEE|Crit (Mortal)|false|
000001058|1|Regent’s Sword||5|3+|4+|1|2|MELEE|Crit (Mortal)|false|
000001059|1|Bow of the Wind’s Vengeance|15"|4|2+|3+|2|2|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend), Shoot in Combat|false|
000001059|2|Swirling Shards||6|2+|4+|-|1|MELEE|Crit (Mortal)|false|
000001060|1|Windcharger Bow|12"|3|3+|4+|1|1|RANGED|Anti-<span class="kwb">CAVALRY</span> (+1 Rend), Crit (Auto-wound)|false|
000001060|2|Windcharger Blade||1|4+|4+|-|1|MELEE||false|
000001060|3|Treerunner’s Claws||2|5+|3+|-|1|MELEE|Companion|false|
000001061|1|Sunmetal Blade||3|3+|4+|1|1|MELEE|Crit (Mortal)|false|
000001072|1|Phantasmal Torture|12"|4|3+|3+|2|1|RANGED|Crit (Auto-wound), Shoot in Combat|false|
000001072|2|Talons and Flensing Knives||4|4+|3+|1|2|MELEE|Crit (Auto-wound)|false|
000001081|1|Sigmarite Runeblade and Warhammer||5|3+|3+|1|2|MELEE|Crit (Auto-wound)|false|
000001090|1|Gravekeeper’s Spade||5|4+|3+|1|2|MELEE||false|
000001091|1|Vyrkos Barrow-blade||5|3+|3+|1|2|MELEE|Crit (Mortal)|false|
000001092|1|Necrotising Bolts|18"|6|4+|4+|1|D3|RANGED|Shoot in Combat|false|
000001092|2|Familiars’ Fangs and Claws||4|4+|4+|-|1|MELEE|Companion|false|
000001093|1|Cursed Halberd and Sabre||4|4+|3+|2|2|MELEE|Crit (Mortal)|false|
000001094|1|Kosargi Bardiche||2|4+|2+|2|3|MELEE||false|
000001095|1|Piercing Blade||3|3+|3+|1|2|MELEE|Crit (2 Hits)|false|
000001096|1|Lacerating Fangs||2|4+|2+|2|3|MELEE|Companion|false|
000001096|2|Raking Talons||4|4+|2+|1|2|MELEE|Companion|false|
000001097|1|Ancient Weapon||2|4+|4+|-|1|MELEE||false|
000001099|1|Courtly Weapon||3|3+|3+|1|2|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000001100|1|Timeworn Scimitar||4|3+|3+|1|2|MELEE||false|
000001100|2|Lupine Fangs and Claws||6|4+|4+|-|1|MELEE|Companion|false|
000001101|1|Gnawblade||5|3+|3+|1|2|MELEE|Crit (2 Hits)|false|
000001102|1|The Blade Proboscian||7|3+|4+|1|2|MELEE||false|
000001103|1|Gore-drenched Talons||3|3+|2+|3|3|MELEE||false|
000001103|2|Askurga Rapier||5|3+|3+|2|2|MELEE||false|
000001104|1|Blood-slick Claws||6|3+|3+|2|3|MELEE|Crit (Mortal)|false|
000001104|2|Vyrkos Blood-born’s Piercing Blades||6|3+|3+|1|2|MELEE||false|
000001106|1|Nightmare Sabre||4|3+|3+|1|2|MELEE||false|
000001106|2|Gore-drenched Talons||3|3+|2+|3|3|MELEE||false|
000001107|1|Baleful Tomb Blade||5|4+|3+|1|2|MELEE|Crit (Mortal)|false|
000001109|1|Gheistvor, the Sword of Unholy Power||6|3+|3+|1|2|MELEE||false|
000001109|2|Ashigaroth’s Claws||5|4+|2+|3|3|MELEE|Companion|true|
000001110|1|Crude Weapon or Infectious Bite||1|5+|4+|-|1|MELEE||false|
000001116|1|Soulreaper Axe||4|3+|3+|2|2|MELEE|Anti-charge (+1 Rend)|false|
000001116|2|Nadirite Weapon||3|3+|4+|-|1|MELEE|Anti-charge (+1 Rend)|false|
000001117|1|The Dread Mace||6|3+|2+|3|4|MELEE||true|
000001117|2|Hooves of Wrack and Ruin||6|3+|2+|1|2|MELEE||false|
000001117|3|Tuskbreaker||3|4+|2+|2|D3|MELEE|Crit (2 Hits)|false|
000001121|1|Spirit Falchion and Spearing Vines||5|3+|3+|1|D3|MELEE||false|
000001123|1|Impaling Talons||7|3+|3+|2|2|MELEE||false|
000001124|1|Staff of Slaanesh|18"|3|3+|3+|1|D3|RANGED|Shoot in Combat|false|
000001124|2|Unraveller’s Talons||5|3+|3+|2|2|MELEE||false|
000001126|1|Anti‑thaumic Crossbow|18"|2|3+|3+|1|2|RANGED|Anti-<span class="kwb">WIZARD</span> (+1 Rend)|false|
000001126|2|Consecrated Blade||3|3+|4+|1|2|MELEE||false|
000001127|1|Spell-banishing Pistol|10"|3|3+|3+|1|1|RANGED|Shoot in Combat|false|
000001127|2|Runic Broadsword||4|3+|4+|1|2|MELEE|Anti-<span class="kwb">WIZARD</span> (+1 Rend)|false|
000001132|1|Riptide Harpoon|8"|1|3+|4+|1|D3|RANGED|Shoot in Combat|false|
000001132|2|Soulraid Weapons||2|3+|4+|1|1|MELEE||false|
000001134|1|Stormspear||2|3+|3+|1|1|MELEE|Anti-charge (+1 Rend)|false|
000001135|1|Valedictor’s Stave||3|3+|3+|1|D3|MELEE|Anti-<span class="kwb">MANIFESTATION</span> (+1 Rend)|false|
000001137|1|Blessed Warhammer||4|3+|3+|1|2|MELEE|Crit (Auto-wound)|false|
000001138|1|Thengavar|12"|1|3+|2+|2|4|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000001138|2|Thengavar||2|2+|2+|2|3|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000001138|3|Blade of the High Heavens||5|3+|3+|2|3|MELEE||false|
000001139|1|Meteoric Hammer||3|3+|3+|1|2|MELEE||false|
000001140|1|Soulguard’s Halberd||3|3+|3+|1|2|MELEE||false|
000001141|1|Flameburst Pots and Infernal Fires|10"|1|4+|4+|-|1|RANGED|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000001141|2|Scion Weapons||2|4+|4+|-|1|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000001142|1|Stikka or Hacka||2|4+|3+|-|1|MELEE|Crit (Mortal)|false|
000001145|1|Great Gnashtoof’s Jaws||5|4+|3+|1|2|MELEE|Companion|false|
000001145|2|Boss-stikka||5|4+|3+|1|2|MELEE|Crit (Mortal)|false|
000001146|1|Stab-grot’s Shiv||2|4+|5+|-|1|MELEE|Crit (Mortal), Companion|false|
000001146|2|Boss-hacka||5|4+|3+|1|2|MELEE|Crit (Mortal)|false|
000001147|1|Murknob Cleaver||4|4+|3+|1|2|MELEE|Crit (Mortal)|false|
000001149|1|Scrap-grenades|8"|1|4+|3+|1|1|RANGED|Shoot in Combat|false|
000001149|2|Slitta-knives||2|4+|5+|-|1|MELEE||false|
000001150|1|Man-skewer Crossbow: Aimed Shot|18"|1|3+|3+|2|2|RANGED|Crit (Auto-wound)|false|
000001150|2|Man-skewer Crossbow: Hasty Shot|12"|2|4+|3+|1|2|RANGED|Crit (Auto-wound)|false|
000001150|3|Jaggedy Blades||1|4+|3+|-|1|MELEE|Crit (Mortal)|false|
000001152|1|Burning Breath|10"|D6|4+|3+|2|1|RANGED|Shoot in Combat, Anti-<span class="kwb">WAR</span> <span class="kwb">MACHINE</span> (+1 Rend)|false|
000001152|2|Flaming Maw||2D6|4+|3+|2|1|MELEE|Anti-<span class="kwb">WAR</span> <span class="kwb">MACHINE</span> (+1 Rend)|false|
000001154|1|Swarming Bites||2D6|4+|4+|-|1|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000001155|1|Tendrils of Light and Shadow||4|4+|3+|1|D3|MELEE||false|
000001156|1|Scream of Terror|10"|6|4+|3+|2|1|RANGED|Shoot in Combat, Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000001156|2|Deathly Touch||4|4+|4+|-|1|MELEE||false|
000001157|1|Scything Oar||3|4+|3+|1|D3|MELEE|Crit (2 Hits)|false|
000001158|1|Lashing Tendrils of Energy||2D6|4+|3+|-|1|MELEE|Crit (2 Hits)|false|
000001160|1|Transmuting Rays||2D6|4+|3+|1|1|MELEE|Crit (Mortal)|false|
000001161|1|Quicksilver Blades||12|4+|3+|1|1|MELEE|Crit (Mortal)|false|
000001162|1|Gnashing Jaws||10|4+|2+|1|1|MELEE|Charge (+1 Damage)|false|
000001166|1|Spectral Riptide||8|4+|3+|1|1|MELEE|Charge (+1 Damage)|false|
000001196|1|Doom Diver|24"|4|4+|3+|3|3|RANGED||false|
000001196|2|Catapult Crew Tools||2|5+|6+|-|1|MELEE||false|
000001196|3|Slicers and Krag‑smasha’s Paws||6|4+|3+|-|1|MELEE|Companion|false|
000001207|1|Great Cannon: Cannonball|24"|2|4+|2+|2|D3+2|RANGED||false|
000001207|2|Great Cannon: Grapeshot|12"|5|3+|3+|1|2|RANGED||false|
000001207|3|Crew’s Tools and Sidearms||2|4+|4+|-|1|MELEE||false|
000001329|1|Beast-skewer Bolts|24"|2|4+|2+|2|D6|RANGED|Anti-<span class="kwb">MONSTER</span> (+1 Rend), Crit (Auto-wound)|false|
000001329|2|Jaggedy Blades||3|4+|3+|-|1|MELEE|Crit (Mortal)|false|
000001330|1|Bident-goad||5|4+|3+|1|2|MELEE|Crit (Mortal)|false|
000001330|2|Mirebrute’s Clubs||4|4+|2+|2|3|MELEE|Companion|false|
000001331|1|Killabeak’s Stinger||1|3+|2+|1|D6|MELEE|Crit (Mortal), Companion|false|
000001331|2|Bogbark Staff||3|4+|3+|-|D3|MELEE|Anti-<span class="kwb">WIZARD</span> (+1 Rend), Crit (Mortal)|false|
000001331|3|Killabeak’s Talons and Beak||7|4+|2+|1|2|MELEE|Anti-<span class="kwb">WIZARD</span> (+1 Rend), Companion|true|
000001332|1|Boss-stikka or Boss-hacka||5|4+|3+|1|2|MELEE|Crit (Mortal)|false|
000001332|2|Vulcha’s Stinger||1|3+|2+|1|D6|MELEE|Crit (Mortal), Companion|false|
000001332|3|Vulcha’s Talons and Beak||7|4+|2+|1|2|MELEE|Companion|true|
000001333|1|Sludgeraker’s Bite||1|3+|2+|1|D3+3|MELEE|Companion|false|
000001333|2|Grappling Hook||3|3+|3+|1|3|MELEE|Crit (Mortal)|false|
000001333|3|Sludgeraker’s Talons||6|4+|2+|1|2|MELEE|Companion|true|
000001334|1|Sloppklaw’s Talons||6|4+|2+|1|2|MELEE|Companion|true|
000001334|2|Snatcha-stikk||5|4+|3+|1|2|MELEE|Crit (Mortal)|false|
000001334|3|Sloppklaw’s Bite||1|4+|2+|1|D3+3|MELEE|Companion|false|
000001335|1|Sloggoth’s Claws||6|4+|2+|1|2|MELEE|Companion|false|
000001335|2|Nets and Snatcha‑stikks||4|4+|5+|-|1|MELEE||false|
000001346|1|Darkoath Weapons||2|4+|3+|-|1|MELEE|Crit (Mortal)|false|
000001347|1|Envenomed Projectiles|10"|1|4+|4+|1|1|RANGED|Crit (Auto-wound)|false|
000001347|2|Brood Weapons||2|4+|4+|-|1|MELEE||false|
000001347|3|Venomous Bites||4|5+|5+|-|1|MELEE|Crit (Mortal), Companion|false|
000001349|1|Celestial Greatsword||2|3+|3+|1|1|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000001351|1|Draconic Flamestream|10"|4|2+|3+|2|1|RANGED|Shoot in Combat, Companion|false|
000001351|2|Aeonfire Blade||5|3+|2+|2|2|MELEE||false|
000001351|3|Draconith’s Fangs and Talons||4|4+|2+|2|2|MELEE|Companion|false|
000001353|1|Relic Maul||3|3+|3+|1|2|MELEE||false|
000001354|1|Thunderbolts of Azyr|18"|2|2+|2+|2|D3|RANGED||false|
000001354|2|Uskavar, the Sunderer||4|3+|2+|2|4|MELEE|Crit (Auto-wound)|false|
000001355|1|Blazing Tempest|12"|1|2+|3+|2|D3+3|RANGED|Shoot in Combat|false|
000001355|2|Drake-lord’s Talons||6|3+|2+|2|2|MELEE||false|
000001355|3|Annihilating Jaws||4|3+|2+|2|4|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000001356|1|Blazing Tempest|12"|1|2+|3+|2|D3+3|RANGED|Shoot in Combat|false|
000001356|2|Drake-lord’s Talons||6|3+|2+|2|2|MELEE||false|
000001356|3|Apex Maw||4|3+|2+|2|4|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|true|
000001357|1|Meteoric Grandhammer||3|3+|2+|2|3|MELEE||false|
000001358|1|Stormblast|10"|1|3+|3+|2|D3|RANGED|Crit (2 Hits), Companion|false|
000001358|2|Dracoth’s Claws and Fangs||3|4+|2+|2|2|MELEE|Companion|false|
000001358|3|Lightning Hammer||3|3+|2+|1|2|MELEE|Crit (Mortal)|false|
000001359|1|Stormblast|10"|1|3+|3+|2|D3|RANGED|Crit (2 Hits), Companion|false|
000001359|2|Thunderaxe||3|3+|3+|1|2|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000001359|3|Dracoth’s Claws and Fangs||3|4+|2+|2|2|MELEE|Companion|false|
000001360|1|Stormblast|10"|1|3+|3+|2|D3|RANGED|Crit (2 Hits), Companion|false|
000001360|2|Stormstrike Glaive||3|3+|3+|1|2|MELEE|Charge (+1 Damage)|false|
000001360|3|Dracoth’s Claws and Fangs||3|4+|2+|2|2|MELEE|Companion|false|
000001361|1|Stormblast|10"|1|3+|3+|2|D3|RANGED|Crit (2 Hits), Companion|false|
000001361|2|Volleystorm Crossbow|12"|3|3+|3+|1|1|RANGED|Crit (2 Hits)|false|
000001361|3|Warblade||2|3+|3+|1|1|MELEE||false|
000001361|4|Dracoth’s Claws and Fangs||3|4+|2+|2|2|MELEE|Companion|false|
000001365|1|Great Stormbow|18"|2|3+|3+|1|1|RANGED|Crit (2 Hits), Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000001365|2|Stormstrike Axe||3|3+|3+|1|1|MELEE|Charge (+1 Damage)|false|
000001365|3|Gryph-chargers’ Razor Beaks||6|4+|3+|1|1|MELEE|Companion|false|
000001365|4|Tempestuous Spear||2|3+|3+|2|1|MELEE||false|
000001366|1|Stormcaller Bow|18"|2|3+|3+|1|1|RANGED||false|
000001366|2|Stormblade||2|3+|3+|1|1|MELEE||false|
000001382|1|Draconic Flamestream|10"|4|2+|3+|2|1|RANGED|Shoot in Combat, Companion|false|
000001382|2|Drakerider’s Lance||3|3+|3+|1|1|MELEE|Charge (+1 Damage), Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000001382|3|Draconith’s Fangs and Talons||4|4+|2+|2|2|MELEE|Companion|false|
000001382|4|Drakerider’s Warblade||6|3+|3+|1|1|MELEE||false|
000001384|1|Stormcaller Bow|18"|2|3+|3+|1|1|RANGED||false|
000001384|2|Great Hammer||2|3+|3+|1|2|MELEE|Crit (Mortal), Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000001384|3|Truthseeker Weapons||3|3+|3+|1|1|MELEE|Crit (Mortal)|false|
000001386|1|Krew Weapons||3|4+|3+|1|1|MELEE|Crit (Mortal)|false|
000001394|1|Rotwood Staff||3|4+|3+|1|D3|MELEE||false|
000001403|1|Esoteric Weapons||6|3+|4+|1|2|MELEE||false|
000001405|1|Deathwood Oar||4|4+|3+|-|D3|MELEE|Crit (Auto-wound)|false|
000001406|1|Chill Blade||3|4+|3+|1|2|MELEE|Crit (Auto-wound)|false|
000001407|1|Malicious Quill||3|4+|4+|-|1|MELEE|Crit (Auto-wound)|false|
000001408|1|Soulhunter’s Crossbow|16"|2|4+|3+|1|1|RANGED|Crit (Auto-wound)|false|
000001408|2|Wicked Sidearm||1|4+|4+|-|1|MELEE|Crit (Auto-wound)|false|
000001410|1|Fyresteel Weapons||2|4+|3+|1|1|MELEE||false|
000001411|1|Brazier Axe||5|3+|3+|1|2|MELEE||false|
000001412|1|Barbed Whip and Gladiatrix’s Blade||6|3+|4+|1|2|MELEE||false|
000001415|1|Cursed Missiles|10"|1|3+|3+|1|1|RANGED||false|
000001415|2|Shadowstalker Blades||2|3+|4+|-|1|MELEE||false|
000001418|1|Arco-electric Weapons||3|4+|5+|-|1|MELEE|Crit (2 Hits)|false|
000001420|1|Poisoned Stars|10"|2|4+|4+|-|1|RANGED|Shoot in Combat, Crit (Auto-wound)|false|
000001420|2|Weeping Blade||5|3+|4+|1|D3|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000001420|3|Poisoned Blades||2|4+|5+|-|1|MELEE|Crit (Mortal)|false|
000001421|1|Kurnotheal’s Wrath|12"|1|2+|2+|2|D6|RANGED||false|
000001421|2|Kurnotheal’s Wrath and Lashing Vines||6|3+|3+|2|2|MELEE|Crit (Mortal)|false|
000001422|1|Gossamid Bow|12"|2|3+|4+|1|1|RANGED|Crit (Auto-wound), Shoot in Combat|false|
000001422|2|Cruel Talons||1|3+|4+|-|1|MELEE||false|
000001423|1|Seeker’s Sickle||3|3+|4+|1|1|MELEE|Crit (Mortal)|false|
000001423|2|Dragonspite’s Mandibles||3|4+|3+|1|2|MELEE|Companion|false|
000001424|1|Spiterider Lance||3|3+|4+|1|1|MELEE|Charge (+1 Damage), Crit (2 Hits)|false|
000001424|2|Dragonspite’s Mandibles||3|4+|3+|1|2|MELEE|Companion|false|
000001526|1|Ezechiarian Greatsword||5|3+|3+|2|2|MELEE|Crit (Auto-wound)|false|
000001527|1|The Aethermatic Equaliser Mk. III|10"|2D6|3+|3+|1|2|RANGED|Shoot in Combat|false|
000001527|2|Grunnsson’s Axe||4|3+|3+|1|3|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|false|
000001528|1|Contagion Blowpipes|12"|2|4+|3+|-|1|RANGED|Crit (Auto-wound)|false|
000001528|2|Bilewood Weapons||2|4+|4+|-|1|MELEE||false|
000001529|1|Centaurion Weapons||6|3+|3+|1|2|MELEE|Charge (+1 Damage)|false|
000001530|1|Darkiron Weapons||2|3+|4+|1|1|MELEE||false|
000001531|1|Flamehurler|8"|D6|2+|3+|-|1|RANGED|Anti-<span class="kwb">INFANTRY</span> (+1 Rend), Shoot in Combat|false|
000001531|2|Forge Weapons||2|4+|4+|1|1|MELEE||false|
000001533|1|Weapons of Wrath||4|4+|3+|1|2|MELEE|Blood-hungry, Crit (Mortal)|false|
000001535|1|Crescent Staff|12"|3|3+|3+|1|D3|RANGED|Shoot in Combat|false|
000001535|2|Enlightener Blade||3|3+|4+|1|2|MELEE||false|
000001541|1|Death Grip||1|4+|2+|2|D6|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000001541|2|Menhir Club||5|4+|2+|2|5|MELEE|Anti-<span class="kwb">MONSTER</span> (+1 Rend)|true|
000001541|3|Almighty Stomp||4|4+|2+|2|D3|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000001542|1|Obelisk of Tor Crania||6|4+|2+|2|5|MELEE||true|
000001542|2|Death Grip||1|4+|2+|2|D6|MELEE|Anti-<span class="kwb">HERO</span> (+1 Rend)|false|
000001542|3|Almighty Stomp||4|4+|2+|2|D3|MELEE|Anti-<span class="kwb">INFANTRY</span> (+1 Rend)|false|
000001543|1|Throwin’ Rocks|12"|1|5+|2+|2|D3|RANGED||false|
000001543|2|’Eadbutt||1|4+|2+|2|4|MELEE||false|
000001543|3|Mighty Kick||1|4+|2+|2|D3|MELEE||false|
000001543|4|Massive Club||4|4+|2+|1|2|MELEE||false|
000001544|1|Changestaff|12"|3|4+|3+|1|D3|RANGED|Crit (Mortal)|false|
000001544|2|Warptongue Blade||3|3+|3+|1|2|MELEE||false|
000001544|3|Disc’s Teeth and Horns||2|4+|3+|1|D3|MELEE|Companion|false|
