id|name|faction_id|source_id|legend|regiment_options|notes|description|role|virtual|no_reinforced|link|Move|Save|Control|Health|Ward|UnitSize|Cost|
000003251|Warlock Engineer|ST||Warlock Engineers are those Skryre artificer-rats who have mastered the various branches of skaven engineering. Skilled in the creation of ingenious and insane weapons, these Skaven take every opportunity to put their latest inventions to the test – even if it means overcharging them to the point of dangerous volatility.||Spearhead: Gnawfeast Clawpack||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/skaven/Warlock-Engineer-1|6"|5+|2|5||1||
000003252|Clawlord on Gnaw-beast|ST||Clawlords are the tyrannical rulers of the Clans Verminus, the lives of thousands of minions theirs to expend at a moment’s notice. It takes both cunning and viciousness to hold their lofty position, and successful Clawlords must be willing to stoop to any foul end and fight like cornered animals in order to keep their star in the ascendant. Accumulating favours from members of the other Great Clans is a fine way to do this, and so the most powerful Clawlords will ride upon a Gnaw-beast bred by the Clans Moulder – a gangly, shrieking abomination whose hunger is even more voracious than that of its Skaven master.||Spearhead: Gnawfeast Clawpack||Cavalry Hero|true|false|https://wahapedia.ru/aos4/factions/skaven/Clawlord-on-Gnaw-beast-1|9"|4+|2|7|6+|1||
000003370|Gutter Runners|ST||Gutter Runners are shadowy death squads in service to the Clans Eshin. These ratmen are claw-picked for their skills of stealth and ambush, for the Eshin maintain that promotion must be earned through merit rather than spur-of-themoment coups. Of course, a Skaven who can assassinate a troublesome rival or superior without compromising the mission at hand is likely to earn the approval of their masters. Trained in unique combat arts, Gutter Runners are deadly closequarters opponents, wielding lethal poisons and an array of rat-borne explosives to disorient and devastate foes.||Spearhead: Crixxit's Kill-Pack||Infantry|true|false|https://wahapedia.ru/aos4/factions/skaven/Gutter-Runners-2|7"|6+|1|1|6+|5||
000003371|Deathmaster Crixxit|ST||Rumours abound regarding Crixxit’s ability to haunt any shadow, breach any chamber and reach any quivering target. Most of these are spread by Crixxit himself, for when a target is afraid, they are vulnerable. While in the employ of Be’lakor, Crixxit brought about the end of a Silver Tower – one of the legendary floating fortresses of Tzeentch – by detonating warpstone bombs in the heart of its portal chamber. Doing so solidified his legend and earned him the semi-sentient Shadowblood Cloak. Now Crixxit stalks Embergard, bloodying his blades on any who would unite the shaken defenders.||Spearhead: Crixxit's Kill-Pack||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/skaven/Deathmaster-Crixxit-1|7"|5+|2|6|5+|1||
000003372|Night Runners|ST||Night Runners are the lowliest acolytes of the Clans Eshin, seen as an entirely disposable asset by their masters. Often their fate is to be hurled into the enemy’s path and provide a distraction with their messy deaths, allowing more adroit killers to carry out their subtle missions amongst the mayhem. Still, Night Runners are trained and equipped to a level beyond their equivalents in the other Great Clans. Wielding shuriken, slings and poisoned blades, they can overwhelm isolated prey, while the smoke bombs they carry allow the most capable among them to slip away before retribution arrives.||Spearhead: Crixxit's Kill-Pack||Infantry|true|false|https://wahapedia.ru/aos4/factions/skaven/Night-Runners-1|7"|6+|1|1|6+|10||
000003373|Deathmaster|ST||Deathmasters are singularly adept killers, the pride of the Clans Eshin. A significant part of their training centres around suppressing the naturally self interested Skaven mindset and honing the ability to set aside their own ambitions for the sake of the mission – at least, so much as any ratman can. Skulking unseen, Deathmasters wait for their target to let down their guard before striking with great acrobatic ferocity, wielding an array of esoteric weapons such as warpstone throwing stars and weeping blades, which can kill with the lightest scratch. Trying to land a hit on a Deathmaster is like trying to strike darkness – and when their kill is made, they vanish into the gathering gloom like a wraith.||Spearhead: Crixxit's Kill-Pack||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/skaven/Deathmaster-1|7"|5+|2|5|6+|1||
000003379|Stormfiends|ST||Stormfiends represent the flesh-crafting arts of the Clans Moulder and the warped weaponsmithing of the Clans Skryre brought together in dreadful symbiosis. They are hulking brutes implanted with all manner of weapons, from rotary ratling cannons and windlaunchers that hurl globes of poison gas to wrecking-ball clubs and shock gauntlets capable of sparking fierce chain reactions. To operate these devices is beyond the intellect of the typical Rat Ogor, and so each Stormfiend has grafted to them a ghoulish and withered ‘brain-rat’ that makes up the difference. Yet the Stormfiends’ duties are simple enough – bring blasting, crushing death to the enemies of the Skaven.||Spearhead: Warpspark Clawpack|<i>This unit has 1 Stormfiend armed with Shock Gauntlets, 1 Stormfiend armed with Windlaunchers and Clubbing Blows, and 1 Stormfiend armed with Ratling Cannons and Clubbing Blows.</i>|Infantry|true|false|https://wahapedia.ru/aos4/factions/skaven/Stormfiends-1|6"|4+|2|6||3||
000003380|Warp Lightning Cannon|ST||Warp Lightning Cannons are perhaps the most infamous wonder-weapons of the Clans Skryre. Channelling volatile energies through a chunk of potent warpstone, they unleash blasts of ruinous energies that can reduce targets to ash. Warp Lightning Cannons are unpredictable creations, prone to shorting out or catastrophically overtaxing themselves at inopportune moments. When operating at maximum capacity, however, a Warp Lightning Cannon can stop a gargant in its tracks.||Spearhead: Warpspark Clawpack||War Machine|true|false|https://wahapedia.ru/aos4/factions/skaven/Warp-Lightning-Cannon-1|3"|4+|2|8||1||
000000553|Chaos Warriors|StD||Clad in hellforged iron and swollen with dark blessings, Chaos Warriors are the bane of civilisation. Entire legions of these armoured killers march into battle in search of divine favour, each warrior the equal of several lesser mortals.|Warriors of Chaos, Infantry|||Infantry|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Warriors|5"|3+|1|2||10|180|
000000554|Chaos Warshrine|StD|000000138|Though the Ruinous Powers are worshipped at countless warped temples and unholy sites, it is only in battle that they may truly be honoured. The most devout champions of Chaos seek to combine both these forms of worship, crafting bladed shrines that are carried into battle by swollen and lumbering mutants. These Warshrines are utterly suffused with fell powers. Their altars are slick with the blood of the sacrificed slain, and the great icon that crowns them pulses with the energies of the Dark Gods.|0-1 %000011658Ruinous Champion%, Any %000010824Warriors of Chaos%|||War Machine Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Warshrine|8"|4+|5|14||1|250|
000000555|Mutalith Vortex Beast|StD||Within the pulsating star suspended above the back of a Mutalith Vortex Beast can be found a portal to the Realm of Chaos itself. These horrific monsters constantly seethe with the power of mutation, those around them rewrought into horrific forms.|Daemon, Monster|||Monster|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Mutalith-Vortex-Beast|10"|4+|5|14||1|160|
000000556|Slaughterbrute|StD||Even the greatest champions cannot hope to bind a Slaughterbrute through physical might alone. Only through specially forged blades of binding can these monstrosities be controlled, and their boundless fury directed towards their master’s enemies.|Daemon, Monster|||Monster|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Slaughterbrute|10"|4+|5|14||1|200|
000000558|Archaon, the Everchosen|StD||Archaon is the Everchosen, champion of the Ruinous Powers, anointed in the blood of butchered empires. Many worship him as a demigod of Chaos, the primordial ruin of the false god Sigmar. It is true that the Everchosen despises the God-King – but he reserves similar loathings for the Brothers in Darkness, and indeed all deities. Were Archaon’s ultimate goals to be realised, it would be his banners alone rising over the charred corpse of the realms.|0-1 %000011658Ruinous Champion%, Any %000002488Slaves to Darkness%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Archaon-the-Everchosen|14"|3+|10|25|5+|1|810|
000000559|Chaos Sorcerer Lord on Manticore|StD|000000138|Chaos Sorcerers wield the energies of magic unbound. Theirs are the old traditions of the soothsayer and the tribal shaman, empowered by eldritch gifts from their patron deities. The most aggressive Sorcerer Lords are not content to be whispering viziers to the champions of Chaos; they desire to command hordes, to see enemies terrified and broken before them. So do they seek out the winged alpha predators known as Manticores, arcanely forcing these beasts into service.|0-1 %000011658Ruinous Champion%, 0-1 %000007597Monster%, Any %000010824Warriors of Chaos%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Sorcerer-Lord-on-Manticore|12"|4+|5|12||1|280|
000000560|Chaos Lord on Manticore|StD|000000138|For those Chaos Lords who truly wish to display their dominance, only one form of mount will suffice: a Manticore, a terrible leonine beast from the wildest reaches of the realms. A Manticore is an apex predator of the battlefield, devoid of fear and filled with a berserk frenzy as it soars on great leathery wings. Only the most iron-willed of warlords can collar a Manticore’s bloodthirsty frenzy and compel the beast to serve their purpose. Those who do, however, gain a monstrous living weapon capable of shattering a battleline single-handedly.|0-1 %000011658Ruinous Champion%, 0-1 %000007597Monster%, Any %000002488Slaves to Darkness%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Lord-on-Manticore-1|12"|4+|5|12||1|260|
000000561|Be’lakor, the Dark Master|StD||Once, Be’lakor – first of the Daemon Princes – stood paramount before the Ruinous Powers. How he fell from these heights is not known; likely his ambitions played a part, for Be’lakor craves godhood. His punishment was to crown each Everchosen but be denied the mantle himself. Yet Be’lakor is a creature of matchless cunning; even as he raged at his predicament, nursing hatred for the ‘False King’ Archaon, he schemed to reclaim his place at the forefront of the hordes of Chaos.|0-1 %000014407<b>Eternus</b>% or %000011658Ruinous Champion%, Any %000002488Slaves to Darkness%|||Monster Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Be-lakor-the-Dark-Master|14"|4+|10|14|6+|1|450|
000000562|Chaos Lord|StD||Chaos Lords are dark champions who have walked the Path to Glory and are now only one step away from glory or damnation. They are the rulers of great warbands and hordes, and their followers will die before failing these fearsome warlords.|0-1 %000011658Ruinous Champion%, Any %000002488Slaves to Darkness%|This <span class="kwb">HERO</span> can join an eligible regiment as a Ruinous Champion.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Lord|5"|3+|2|6||1|100|
000000563|Chaos Lord on Daemonic Mount|StD||Particularly favoured Chaos Lords may be granted a daemonic steed to bear them into battle. These champions become the rulers of feared cavalry warbands, driving their mounted brethren into battle with roared oaths to the Dark Gods.|0-1 %000011658Ruinous Champion%, Any %000002488Slaves to Darkness%|This <span class="kwb">HERO</span> can join an eligible regiment as a Ruinous Champion.||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Lord-on-Daemonic-Mount|10"|3+|2|8||1|140|
000000564|Chaos Lord on Karkadrak|StD||Karkadraks are monstrous lizard-beasts clad in thick scales, whose destructive rampages are almost impossible to stop. Only the strongest Chaos Lords can dominate a Karkadrak, but those who succeed become truly deadly linebreakers.|0-1 %000011658Ruinous Champion%, Any %000002488Slaves to Darkness%|This <span class="kwb">HERO</span> can join an eligible regiment as a Ruinous Champion.||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Lord-on-Karkadrak|9"|3+|2|10||1|190|
000000565|Chaos Sorcerer Lord|StD||The very air around a Sorcerer Lord is saturated with dark magic. With their command of daemonic powers and gift of foresight, these warlocks bolster the power of their allies while unleashing their own devastating spellcraft on the enemy.|0-1 %000011658Ruinous Champion%, 0-1 %000007597Monster%, Any %000010824Warriors of Chaos%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Sorcerer-Lord|5"|4+|2|5||1|120|
000000566|Daemon Prince|StD||Daemon Princes are those champions who, through determination and countless atrocities, have surpassed the heights of the Path to Glory. Only the most vanishingly rare souls can hold the gods’ attention long enough to achieve this apotheosis, joining the infernal ranks of daemonkind as an embodiment of Chaos itself. The earth rebels at their presence, for they are things that should not exist. Palls of shadow surround a Daemon Prince as the land cracks and vomits torrents of hellflame. With talon and cursed blade, the Daemon Prince brings ruin to the realms, assured that there are none who might challenge them.|0-1 %000011658Ruinous Champion%, Any %000002488Slaves to Darkness%||<div class="h_custom">Marks of Chaos</div><b><i>During army composition, if this unit is part of a Slaves to Darkness army, you can pick 1 of the following Pledge to Chaos keywords for this unit:</i></b><br><ul><li><span class="kwb">PLEDGED</span> <span class="kwb">TO</span> <span class="kwb">KHORNE</span></li><li><ky><span class="kwb">PLEDGED</span> <span class="kwb">TO</span> <span class="kwb">TZEENTCH</span></ky></li><li><ky><span class="kwb">PLEDGED</span> <span class="kwb">TO</span> <span class="kwb">NURGLE</span></ky></li><li><ky><span class="kwb">PLEDGED</span> <span class="kwb">TO</span> <span class="kwb">SLAANESH</span></ky></li></ul><br><b><i>This unit is armed with Hellforged Weapons and has 1 of the following options:<br><ul><li>Wings</li><li>Trophy Rack</li></ul></i></b>|Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Daemon-Prince|8"|3+|5|10|6+|1|250|
000000567|Darkoath Chieftain|StD||Darkoath Chieftains lead their barbarian tribes to war with the fury and conviction of the truly devoted. These masterful warriors are always seeking greater challenges, and their skill at arms is spoken of in awe by their followers.|0-1 %000007597Monster%, Any %000007612Darkoath%|This <span class="kwb">HERO</span> can join an eligible regiment as an Oathsworn.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Darkoath-Chieftain|5"|5+|2|5||1|80|
000000568|Darkoath Warqueen|StD||A Darkoath Warqueen has proven herself the rightful ruler of her barbarian tribesfolk time and again. She has sworn dread pacts to bring carnage to the Mortal Realms, and all who stand in her way must face both her wrath and that of her devoted warriors.|0-1 %000011659Oathsworn%, 0-1 %000007597Monster%, Any %000007612Darkoath%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Darkoath-Warqueen|5"|5+|2|5|5+|1|80|
000000569|Exalted Hero of Chaos|StD||Exalted Heroes are those warriors who have caught the notice of the gods and now seek to make a true name for themselves. Their favoured prey are monsters and enemy champions, for by slaying these foes an Exalted Hero proves their own might.|0-1 %000007597Monster%, Any %000010824Warriors of Chaos%|This <span class="kwb">HERO</span> can join an eligible regiment as a Ruinous Champion.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Exalted-Hero-of-Chaos|5"|3+|2|6||1|90|
000000570|Gaunt Summoner on Disc of Tzeentch|StD||The Gaunt Summoners are strange daemon-sorcerers of Tzeentch bound to the will of the Everchosen. Some glide above the battlefield on scintillating Discs of Tzeentch, laying the enemy low with arcane power and cursed daggers.|Any %000002488Slaves to Darkness%|||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Gaunt-Summoner-on-Disc-of-Tzeentch|14"|5+|2|7|5+|1|190|
000000571|Ogroid Myrmidon|StD||Myrmidons are masters of the Varanspire’s fighting pits, and have spent decades mastering the gladiatorial arts. In battle they lead those who seek to join the Everchosen’s legions, for to impress a Myrmidon is to be marked for glory.|Any %000014300<b>Ogroid Theridons</b>%, Any %000007597Monster%, Any %000018183Daemon%|This <span class="kwb">HERO</span> can join an eligible regiment as a Ruinous Champion.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Ogroid-Myrmidon|6"|4+|2|8||1|120|
000000573|Godsworn Hunt|StD|000000138|Guided by searing visions of conquest and glory, the Godspeaker known as Theddra Skull-scryer leads warriors from the Tribe of the Black Fang through a combination of ruthlessness and awesome displays of gods-given power. The Godsworn Hunt is formed of the greatest champions of the Tribe of the Black Fang. Each is a hardened killer who has earned their name through bloody deeds, and their bodies are bedecked with gruesome trophies and oathstones.|Unique, Darkoath, Infantry|This unit cannot be reinforced.|<b><i>Each model in this unit is armed with Godsworn Weapons. The models in this unit are:<br><ul><li>Theddra Skull-scryer (champion)</li><li>Grundann Blood-Eye</li><li>Shond Head-Claimer</li><li>Jagathra</li><li>Grawl</li><li>Ollo (also armed with a Hunting Bow)</li></ul></i></b>|Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Godsworn-Hunt|5"|6+|1|2||6|110|
000000583|Eightfold Doom-Sigil|StD||Eightfold Doom-Sigils are icons of Chaos in all its glory, blazing symbols of pure ruin. To fall in the presence of such a sorcerous construct is to be damned, for these lingering spells hungrily suck souls into the Realm of Chaos for the gods to feast upon.||||Endless Spell|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Eightfold-Doom-Sigil|-|5+|7|6|6+|1||
000000584|Darkfire Daemonrift|StD||Darkfire Daemonrifts are eldritch portals torn ajar by fell incantations. Once the veil has been sundered, raw magic seeping from the Realm of Chaos forms an opening for the horrors beyond to vent their spite, widened and empowered by spellcraft that draws upon the essence of Chaos.||||Endless Spell|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Darkfire-Daemonrift|9"|6+|7|6|6+|1||
000000585|Realmscourge Rupture|StD||Realmscourge Ruptures are not subtle weapons. When the necessary magical power has been channelled and released by a tribal shaman, the land itself writhes in the grip of Chaos, sharpened spikes surging forth like an accursed tidal wave to overwhelm anything in their path.||||Endless Spell|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Realmscourge-Rupture|9"|5+|7|6|6+|1||
000000586|Chaos Chariot|StD||The chariots of Chaos are implements of crushing death that leave a wake of corpses. Forged from black iron, they are capable of attaining remarkable speed in spite of their bulk, converting gathered momentum into deadly force as they hurtle into the enemy ranks. It is considered a great honour to make war from a chariot, for these constructs are as pulpits from which the murderous will of the Dark Gods can be enacted.|Warriors of Chaos, War Machine||<i><b>This unit is armed with a Lashing Whip, Chaos Steeds’ Trampling Hooves and 1 of the following options:<br><ul><li>Chaos War-flail</li><li>Chaos Greatblade</li></ul></b></i>|War Machine|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Chariot|10"|4+|2|7||1|90|
000000587|Chaos Chosen|StD||Devotees of Chaos who garner many dark rewards may rise to the ranks of the Chosen. Armed with wicked soul-cleaving weapons, these champions fight at the forefront of the Chaotic hordes, inspiring their brethren through acts of brutal violence.|Warriors of Chaos, Infantry|||Infantry|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Chosen|5"|3+|1|3||5|270|
000000588|Chaos Knights|StD||The coming of the Chaos Knights heralds a crushing defeat for their adversaries. These dreaded champions charge fearlessly into the deadliest of battles, striking down foes all around them with sundering blows from their ensorcelled weapons.|Warriors of Chaos, Cavalry|||Cavalry|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Knights|10"|3+|1|4||5|250|
000000590|Corvus Cabal|StD|000000138|Agile and avaricious, the murder-cultists of the Corvus Cabal descend on their prey from above. Always hunting for worthy trinkets to offer the Great Gatherer, chaotic patron of cut-throats and thieves, the Cabal strike without warning or mercy.|Infantry|This unit cannot be reinforced.||Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Corvus-Cabal|6"|6+|1|1||9|100|
000000591|Cypher Lords|StD|000000138|The Cypher Lords seek not only to defeat their foes, but to drive them to insanity, for they believe madness is the purest form of Chaos. In battle, the alchemical bombs and illusory tactics of these Hyshian cultists render them almost impossible to pin down.|Infantry|This unit cannot be reinforced.||Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Cypher-Lords|6"|6+|1|1||8|100|
000000592|Chaos Spawn|StD||Those who receive too many gifts from the gods may degenerate into a hideous Chaos Spawn. Lumpen and misformed, these creatures lurch from their lairs when death is on the wind, slaughtering all before them with flailing tentacles and crooked claws.|Beast|||Beast|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Spawn|2D6"|5+|1|5||1|60|
000000593|Fomoroid Crusher|StD||Brutish creatures from a lost age, the Fomoroid Crushers now exist only to tear down and destroy. In battle they fly into a terrible rage, torturous memories of the creatures they once were lending their blows a maddened strength.|Monster|||Monster|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Fomoroid-Crusher|6"|5+|2|8||1|120|
000000595|Gorebeast Chariot|StD||Only the most brutal of champions can hope to yoke one of the grotesque Gorebeasts to their will. These unnatural creatures lie somewhere between a monstrous simian and a Ghurish rokodile, and one swing of their fists can punch clean through a mortal’s chest. Once bludgeoned into submission, a Gorebeast’s strength allows them to pull a Chaos Chariot with relative ease. It is often more difficult to get the creature to stop, as they smash aside enemy regiments and barrel onwards in search of more foes to crush.|Warriors of Chaos, War Machine||<b><i>This unit is armed with a Lashing Whip, Gorebeast’s Crushing Fists and 1 of the following options:<br><ul><li>Chaos War-flail</li><li>Chaos Greatblade</li></ul></i></b>|War Machine|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Gorebeast-Chariot|9"|4+|2|8||1|100|
000000596|Iron Golem|StD|000000138|Skilled blacksmiths, the Iron Golem believe themselves chosen to provide arms and armour to Archaon’s forces. Amongst the war-wracked lands of Chamon, their legions are renowned for their dauntless resilience and chilling efficiency.|Infantry|This unit cannot be reinforced.|<i><b>1/8 models in this unit is an Ogor Breacher. An Ogor Breacher cannot be the champion or a standard bearer.</b></i>|Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Iron-Golem|4"|4+|1|1||8|100|
000000597|Mindstealer Sphiranx|StD||Mindstealer Sphiranxes are powerful and sinister telepaths. These cruel-hearted beasts enjoy nothing more than toying with their prey, plundering their innermost secrets before summarily ripping them to shreds with sharpened claws.|Monster|||Monster|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Mindstealer-Sphiranx|10"|5+|5|10||1|140|
000000598|Raptoryx|StD||One of the many forms of wildlife twisted by the power of Chaos, Raptoryx cross the land in vast flocks. Cunning and vicious beasts, they are willing to take on prey many times their size, pulling them down in a frenzy of slashing talons and snapping beaks.|Beast|||Beast|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Raptoryx|10"|6+|1|2||6|100|
000000599|Spire Tyrants|StD|000000138|Each member of the Spire Tyrants has earned glory and renown in the fighting pits of the Varanspire. These ferocious gladiators constantly seek new and deadlier challenges, believing themselves to be favoured by Archaon himself.|Infantry|This unit cannot be reinforced.||Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Spire-Tyrants|5"|5+|1|1||9|110|
000000600|Splintered Fang|StD|000000138|The mystic leaders of the Splintered Fang lead their people in worship of the Coiling Ones, serpentine daemons who embody cunning and might. Poison is the greatest weapon of the Fangs, and a single cut from their blades can prove fatal.|Infantry|This unit cannot be reinforced.|<i><b>This unit’s Serpents are a token. There is 1 Serpents token for every 9 models in this unit.</b></i>|Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Splintered-Fang|6"|5+|1|1||9|110|
000000601|The Unmade|StD|000000138|The island of Tzlid, drifting ever closer to the Shyish Nadir, is home to the cannibal tribes of the Unmade. The self-mutilation performed by these pain worshippers is horrifying to behold, and their leaders are visions from the darkest of nightmares.||This unit cannot be reinforced.|Each model in this unit is armed with Maiming Weapons.<br><br>• The champion must replace their Maiming Weapons with Nightmare Sickles.|Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/The-Unmade|6"|6+|1|1||9|110|
000000602|Untamed Beasts|StD|000000138|By devouring the flesh of Ghur’s many predators, the Untamed Beasts seek to gain their strength and power. These shamanistic savages worship Chaos as the Devourer of Existence and are peerless trackers and hunters.||This unit cannot be reinforced.|<i><b>1/9 models in this unit is a First Fang. A First Fang cannot be the champion.</b></i>|Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Untamed-Beasts|6"|6+|1|1||9|110|
000000603|Varanguard|StD||Each of the Varanguard is a mighty champion who has passed the many tests set for them by Archaon and sworn themselves to his service. Riding atop their hulking steeds, these lords of darkness bring inescapable death to the Everchosen’s enemies.|Warriors of Chaos, Cavalry|||Cavalry|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Varanguard|10"|3+|2|5||3|310|
000001022|Khagra’s Ravagers|StD|000000138|Having usurped command from her sister, Zarshia Bittersoul, Khagra leads her warriors on the Path to Glory as they seek to earn the favour of the Dark Gods. While Zarshia has lost command of her warriors to her sister, her mastery over sorcery is no less diminished and this rivalry has further fuelled her dark ambitions.|Unique, Warriors of Chaos, Infantry|This unit cannot be reinforced.|<b><i>Each model in this unit is armed with Hellforged Weapons. The models in this unit are:<br><ul><li>Khagra the Usurper (champion)</li><li>Zarshia Bittersoul</li><li>Razek Godblessed</li><li>Dour Cragan</li></ul></i></b>|Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Khagra-s-Ravagers|6"|3+|1|3||4|170|
000001141|Scions of the Flame|StD|000000138|The Scions of the Flame seek nothing less than to immolate the realms in a tide of fire. Natives of Aqshy, they are zealous worshippers of Chaos as the Ever-Raging Flame, and delight in bringing burning death to their foes.|Infantry|This unit cannot be reinforced.||Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Scions-of-the-Flame|5"|5+|1|1||8|120|
000001346|Darkoath Savagers|StD||Screaming blood-curdling vows to the Ruinous Powers, the Darkoath Savagers make brutal war across the length and breadth of the Mortal Realms. To these barbarous marauders, each new dawn is an opportunity to win the favour of the gods.|Darkoath, Infantry|This unit cannot be reinforced.||Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Darkoath-Savagers|5"|5+|1|1||10|90|
000001347|Tarantulos Brood|StD|000000138|Worshippers of a dark power called the Eightfold Watcher, these strange and sinister warriors have wrought dark rituals of tainted arachnid blood and varanite upon their flesh to alter their form to be a dark mirror of their master.|Infantry|This unit cannot be reinforced.|<b><i>Each model in this unit is armed with Envenomed Projectiles and Brood Weapons.<br><ul><li>3/13 models are Spider Swarms and must replace their weapons with Venomous Bites.</li><li>A Spider Swarm cannot be the champion.</li></ul></i></b>|Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Tarantulos-Brood|6"|6+|1|1||13|150|
000001485|Bloodletters|StD|000000010||||<i>This unit can only be taken in a Legion of the First Prince Army of Renown</i>|Infantry|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Bloodletters|"|<img src="|0||6+||170|
000001495|Bloodcrushers|StD|000000010||||<i>This unit can only be taken in a Legion of the First Prince Army of Renown</i>|Cavalry|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Bloodcrushers|"|<img src="|0||6+||150|
000001522|Fiends|StD|000000016||||<i>This unit can only be taken in a Legion of the First Prince Army of Renown</i>|Beast|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Fiends|"|<img src="|0||6+||140|
000001523|Hellflayer|StD|000000016||||<i>This unit can only be taken in a Legion of the First Prince Army of Renown</i>|War Machine|false|false|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Hellflayer|"|<img src="|0||6+||130|
000001529|Centaurion Marshal|StD||The Centaurion Marshals are creatures of terrifying stature that serve as focal points for the First Prince’s legions, commanding warriors sworn to them with cunning and tactical guile before charging headlong into the fray, where they wreak havoc upon the enemy.|0-1 %000007597Monster%, Any %000014312<b>Chaos Legionnaires</b>%, Any %000018183Daemon%|This <span class="kwb">HERO</span> can join an eligible regiment as a Ruinous Champion.||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Centaurion-Marshal|8"|4+|2|10||1|120|
000001530|Chaos Legionnaires|StD||Sworn to Be’lakor, these warriors wage war on two different fronts. They openly march alongside the legions of Chaos, bringing ruin to the Mortal Realms, yet serve ulterior motives, seeking to undermine the Everchosen and secure the ascension of the First Prince in his stead.|Infantry|This unit cannot be reinforced.||Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Chaos-Legionnaires|5"|4+|1|1||8|80|
000001531|Horns of Hashut|StD|000000138|The Horns of Hashut are bringers of ruin and desolation, heralds sent forth by the Father of Darkness to claim territories in advance of his marching legions. Each region they conquer is pulverised, rendered empty and barren.|Infantry|This unit cannot be reinforced.|<i><b>Each model in this unit is armed with Forge Weapons.<br><ul><li>1/10 models is armed with a Flamehurler in addition to their other weapons.</li><li>The champion cannot be armed with a Flamehurler.</li></ul></b></i>|Infantry|false|true|https://wahapedia.ru/aos4/factions/slaves-to-darkness/Horns-of-Hashut|5"|4+|1|1||10|120|
